0.886087	0.335261
0.324938	0.853612
0.102335	0.641589
0.102450	0.596567
0.558667	0.225426
0.285258	0.534798
0.906660	0.947705
0.707076	0.579372
0.857299	0.330847
0.599990	0.427844
0.141818	0.954062
0.899618	0.537478
0.318597	0.107709
0.519548	0.662224
0.640388	0.026314
0.208105	0.704280
0.180732	0.198857
0.876024	0.244396
0.767544	0.802882
0.654402	0.116217
0.547881	0.817737
0.062065	0.943367
0.600022	0.722653
0.854533	0.353792
0.072198	0.576510
0.123410	0.284902
0.747835	0.004272
0.934454	0.860020
0.252910	0.455018
0.900861	0.701286
0.946586	0.675718
0.227909	0.888660
0.027378	0.399668
0.565908	0.866675
0.887039	0.855564
0.611228	0.316001
0.565855	0.325576
0.879665	0.164738
0.074311	0.079917
0.884911	0.518031
0.437336	0.040243
0.077181	0.508877
0.733382	0.705230
0.251024	0.740676
0.903244	0.190308
0.191169	0.667435
0.204869	0.331372
0.700413	0.121140
0.825538	0.570771
0.675359	0.199657
0.859025	0.078059
0.305838	0.134848
0.545385	0.905464
0.706765	0.335847
0.533654	0.550140
0.212053	0.173643
0.443654	0.044240
0.511896	0.561156
0.293721	0.906073
0.601768	0.031090
0.067296	0.570197
0.174559	0.706564
0.717343	0.260291
0.617980	0.116083
0.862674	0.636430
0.883560	0.120281
0.693851	0.150769
0.477684	0.460612
0.423799	0.806078
0.405261	0.200527
0.529991	0.992394
0.630146	0.660960
0.935669	0.619889
0.911413	0.358006
0.548412	0.010377
0.394045	0.222343
0.736036	0.838824
0.627750	0.762942
0.771889	0.871842
0.900939	0.120467
0.223573	0.080554
0.252489	0.698323
0.618357	0.959362
0.779739	0.056716
0.017219	0.179068
0.861015	0.585778
0.826636	0.131058
0.497952	0.267300
0.414978	0.443644
0.449070	0.975558
0.444810	0.880413
0.923666	0.225556
0.669146	0.129368
0.825661	0.139986
0.308177	0.549253
0.149742	0.050379
0.202979	0.687495
0.143950	0.912576
0.213234	0.007443
0.251977	0.979980
0.605239	0.255193
0.963823	0.621964
0.520084	0.637103
0.180090	0.916146
0.872296	0.271279
0.019170	0.552351
0.891918	0.244097
0.107485	0.822145
0.451228	0.793421
0.462512	0.342789
0.725574	0.261908
0.480997	0.424345
0.258508	0.598597
0.857844	0.378527
0.576268	0.735746
0.663251	0.962640
0.821933	0.224995
0.166618	0.537065
0.269296	0.659100
0.896914	0.775389
0.475316	0.341559
0.823992	0.750599
0.746300	0.459693
0.132386	0.981895
0.653175	0.829819
0.175281	0.602742
0.161796	0.796372
0.835529	0.035796
0.947398	0.687653
0.922894	0.285404
0.055959	0.177266
0.327016	0.035837
0.141554	0.777043
0.410588	0.445312
0.327254	0.480211
0.067567	0.727589
0.476903	0.013377
0.786990	0.156651
0.789027	0.113214
0.162527	0.594863
0.506340	0.326691
0.944943	0.399675
0.327424	0.628903
0.326245	0.404955
0.911462	0.847097
0.274266	0.573066
0.148433	0.678818
0.973369	0.127342
0.812094	0.856933
0.333588	0.357282
0.124493	0.574723
0.828713	0.344507
0.177467	0.416495
0.323207	0.105623
0.832914	0.122926
0.917134	0.096694
0.272944	0.255553
0.122011	0.257310
0.379805	0.263520
0.812009	0.200399
0.200009	0.376349
0.221274	0.519103
0.095547	0.899956
0.608835	0.774184
0.698860	0.567584
0.645251	0.311224
0.561902	0.540464
0.854569	0.035933
0.442549	0.858571
0.897377	0.597012
0.934316	0.433096
0.752391	0.854999
0.477773	0.765156
0.443396	0.881757
0.309990	0.811358
0.875810	0.398731
0.054352	0.926897
0.342694	0.115999
0.215723	0.511445
0.686364	0.339991
0.805275	0.137230
0.575536	0.790000
0.149657	0.969019
0.249572	0.478825
0.353808	0.906684
0.305174	0.023556
0.012763	0.396761
0.831944	0.972917
0.318614	0.622918
0.132817	0.058548
0.638459	0.961711
0.644625	0.863869
0.715810	0.759695
0.549178	0.814658
0.701412	0.352791
0.627813	0.487124
0.205286	0.691777
0.821696	0.112875
0.017349	0.286665
0.452502	0.270346
0.994500	0.186173
0.586888	0.992375
0.135867	0.657886
0.510164	0.471854
0.371680	0.712088
0.431749	0.170332
0.084622	0.259872
0.159432	0.924584
0.810612	0.971829
0.609614	0.346691
0.415697	0.623937
0.677366	0.468505
0.339762	0.990162
0.563117	0.917175
0.666094	0.971353
0.917780	0.507106
0.140638	0.717120
0.279146	0.532548
0.612796	0.605673
0.087820	0.970803
0.585597	0.897676
0.781625	0.212067
0.119742	0.610810
0.902778	0.779811
0.484860	0.071767
0.079397	0.511629
0.107412	0.350730
0.883231	0.421792
0.570118	0.215960
0.349075	0.339030
0.003036	0.110599
0.378276	0.076606
0.940528	0.794613
0.447454	0.923075
0.066440	0.021753
0.993056	0.396272
0.750709	0.147539
0.291615	0.327391
0.102267	0.313955
0.605006	0.706765
0.165363	0.140451
0.549938	0.501813
0.546956	0.846756
0.539280	0.226623
0.314381	0.194602
0.162702	0.986673
0.597743	0.881388
0.772223	0.113933
0.872408	0.797018
0.411339	0.298097
0.316874	0.812552
0.717554	0.085543
0.235263	0.983431
0.522636	0.849127
0.272232	0.930157
0.091486	0.239460
0.441002	0.991494
0.449521	0.781474
0.558685	0.382263
0.373582	0.846674
0.632403	0.913546
0.053683	0.488880
0.092223	0.764463
0.846736	0.646668
0.713571	0.764629
0.786691	0.635052
0.809972	0.078495
0.988669	0.518721
0.258380	0.687575
0.610885	0.334578
0.158048	0.450718
0.007537	0.425149
0.089122	0.129891
0.722112	0.945020
0.119342	0.453785
0.504399	0.486276
0.243593	0.454388
0.478503	0.903784
0.878516	0.067788
0.416521	0.732280
0.690973	0.223437
0.080258	0.241599
0.433918	0.370282
0.921142	0.554829
0.530680	0.041914
0.341147	0.663783
0.120967	0.054541
0.555133	0.885949
0.388914	0.209218
0.141837	0.722367
0.346660	0.986559
0.334868	0.457376
0.548089	0.510847
0.019236	0.486534
0.853189	0.101705
0.835665	0.316369
0.589135	0.698865
0.542783	0.379366
0.787021	0.925039
0.503034	0.915771
0.053990	0.863373
0.381411	0.148782
0.020984	0.489719
0.293892	0.218755
0.747318	0.291588
0.026912	0.026616
0.853419	0.104432
0.519476	0.100602
0.528924	0.706833
0.646866	0.856044
0.725790	0.687654
0.130941	0.916344
0.525783	0.225590
0.705006	0.567977
0.019547	0.690691
0.090700	0.136450
0.207054	0.081454
0.432354	0.662425
0.271862	0.926606
0.115703	0.640279
0.658174	0.590470
0.251346	0.750194
0.774427	0.908129
0.736982	0.444812
0.430940	0.899205
0.842045	0.842439
0.987685	0.569755
0.375234	0.174672
0.347582	0.236509
0.186386	0.271672
0.867361	0.071003
0.957117	0.401182
0.478179	0.318172
0.931077	0.927157
0.159319	0.657126
0.615623	0.531390
0.794870	0.721238
0.048219	0.954875
0.477233	0.152367
0.931840	0.572266
0.439978	0.177715
0.116787	0.419881
0.046010	0.415637
0.959344	0.513840
0.417997	0.545427
0.226684	0.364857
0.068257	0.909446
0.964315	0.111120
0.488524	0.543945
0.120473	0.150411
0.066625	0.460991
0.697327	0.568017
0.194155	0.934244
0.013231	0.611919
0.721479	0.838743
0.099060	0.096085
0.215027	0.696008
0.208550	0.626510
0.253702	0.403901
0.296218	0.296044
0.084508	0.252527
0.345674	0.271688
0.673987	0.155157
0.555674	0.674017
0.288103	0.954663
0.191508	0.259309
0.524862	0.094277
0.111147	0.401041
0.302540	0.721457
0.396460	0.142689
0.088729	0.267942
0.216228	0.198552
0.907732	0.519598
0.960347	0.643823
0.256085	0.417908
0.753330	0.919180
0.744111	0.907551
0.306543	0.408886
0.964486	0.990176
0.585956	0.551499
0.072563	0.444756
0.275317	0.016769
0.564821	0.859638
0.752219	0.578539
0.919848	0.454963
0.150979	0.931685
0.333551	0.978096
0.878378	0.274587
0.761832	0.961244
0.134851	0.912011
0.371174	0.118305
0.364380	0.599705
0.798025	0.849709
0.763995	0.264890
0.090738	0.488597
0.630430	0.471008
0.586436	0.427875
0.510609	0.353067
0.091198	0.331727
0.664559	0.438257
0.585299	0.494729
0.355108	0.215652
0.414752	0.408809
0.829129	0.452605
0.822352	0.634562
0.265207	0.324513
0.642262	0.404128
0.919077	0.412440
0.667301	0.706460
0.035460	0.812324
0.673155	0.232263
0.066456	0.445351
0.633657	0.688752
0.102590	0.997856
0.597007	0.038143
0.564481	0.360887
0.016817	0.860691
0.417502	0.155051
0.725089	0.808590
0.942646	0.946211
0.583020	0.560039
0.852096	0.919618
0.494751	0.319063
0.284100	0.476762
